To implement :(
scaled_20200812_140240.jpg,0.0,0.0,0.0,queen
scaled_20200812_122924.jpg,jack,0.0,0.0,0.0
scaled_IMG_3647.JPG,ten,0.0,0.0,0.0
IMG_2701.JPG,0.0,0.0,jack,0.0
scaled_20200812_123624.jpg,nine,0.0,0.0,0.0
scaled_20200816_121253.jpg,0.0,queen,0.0,0.0
scaled_20200816_170229.jpg,0.0,king,0.0,0.0
scaled_20200812_122828.jpg,0.0,0.0,jack,0.0
scaled_20200812_123611.jpg,0.0,0.0,nine,0.0
scaled_20200812_122957.jpg,0.0,0.0,0.0,jack
scaled_20200812_133617.jpg,0.0,king,0.0,0.0
scaled_IMG_3787.JPG,king,0.0,0.0,0.0
scaled_IMG_3949.JPG,0.0,0.0,queen,0.0
scaled_20200812_114135.jpg,0.0,0.0,king,0.0
IMG_2507.JPG,0.0,0.0,king,0.0
scaled_20200807_084749.jpg,0.0,0.0,0.0,queen
scaled_IMG_3830.JPG,nine,0.0,0.0,0.0
scaled_IMG_3810.JPG,king,0.0,0.0,0.0
scaled_IMG_3800.JPG,0.0,0.0,0.0,queen
scaled_20200812_122116.jpg,king,0.0,0.0,0.0
scaled_20200807_104113.jpg,ten,0.0,0.0,0.0
scaled_20200812_114831.jpg,0.0,0.0,0.0,nine
scaled_IMG_3546.JPG,0.0,0.0,ace,0.0
IMG_2471.JPG,0.0,0.0,nine,0.0
scaled_20200812_123549.jpg,0.0,0.0,nine,0.0
scaled_20200812_123111.jpg,0.0,ten,0.0,0.0
scaled_IMG_3814.JPG,nine,0.0,0.0,0.0
scaled_20200812_114540.jpg,jack,0.0,0.0,0.0
scaled_20200807_103730.jpg,0.0,0.0,jack,0.0
IMG_2490.JPG,0.0,0.0,0.0,jack
scaled_20200812_123308.jpg,0.0,ten,0.0,0.0
scaled_IMG_3943.JPG,0.0,0.0,0.0,queen
scaled_20200812_133307.jpg,0.0,0.0,ace,0.0
IMG_2416.JPG,0.0,0.0,0.0,ten
