H,e,a,d,e,r
IMG_2385.JPG,king,0.4166666666666667,0.5267857142857143,0.34656084656084657,0.3273809523809524
IMG_2386.JPG,ace,0.47619047619047616,0.5049603174603174,0.37566137566137564,0.3551587301587302
IMG_2388.JPG,king,0.39285714285714285,0.621031746031746,0.42063492063492064,0.36904761904761907
IMG_2389.JPG,ace,0.48148148148148145,0.5843253968253969,0.3386243386243386,0.3551587301587302
IMG_2390.JPG,ace,0.46164021164021163,0.5684523809523809,0.36243386243386244,0.37896825396825395
IMG_2392.JPG,nine,0.49074074074074076,0.4930555555555556,0.29894179894179895,0.32341269841269843
IMG_2393.JPG,nine,0.5105820105820106,0.5158730158730159,0.4497354497354497,0.4642857142857143
IMG_2394.JPG,nine,0.47883597883597884,0.5803571428571429,0.24867724867724866,0.2361111111111111
IMG_2396.JPG,nine,0.5026455026455027,0.5178571428571429,0.3386243386243386,0.3531746031746032
IMG_2397.JPG,ten,0.5145502645502645,0.5704365079365079,0.3783068783068783,0.38293650793650796
IMG_2398.JPG,jack,0.5,0.5545634920634921,0.3968253968253968,0.37896825396825395
IMG_2399.JPG,queen,0.4801587301587302,0.5297619047619048,0.373015873015873,0.38492063492063494
IMG_2400.JPG,queen,0.4444444444444444,0.4851190476190476,0.4021164021164021,0.4107142857142857
IMG_2401.JPG,queen,0.46825396825396826,0.6011904761904762,0.38095238095238093,0.376984126984127
IMG_2402.JPG,queen,0.5052910052910053,0.5714285714285714,0.32275132275132273,0.32936507936507936
IMG_2404.JPG,jack,0.4444444444444444,0.5833333333333334,0.24867724867724866,0.2619047619047619
IMG_2405.JPG,jack,0.33994708994708994,0.6716269841269841,0.24603174603174602,0.24801587301587302
IMG_2406.JPG,ten,0.6613756613756614,0.5694444444444444,0.32275132275132273,0.31746031746031744
IMG_2407.JPG,jack,0.49074074074074076,0.5486111111111112,0.30423280423280424,0.3194444444444444
IMG_2408.JPG,jack,0.544973544973545,0.6299603174603174,0.36507936507936506,0.37103174603174605
IMG_2409.JPG,ten,0.32142857142857145,0.7182539682539683,0.25132275132275134,0.26587301587301587
IMG_2410.JPG,ten,0.45105820105820105,0.5625,0.35185185185185186,0.35119047619047616
IMG_2411.JPG,jack,0.6441798941798942,0.6130952380952381,0.40476190476190477,0.42063492063492064
IMG_2412.JPG,ten,0.32407407407407407,0.46130952380952384,0.4365079365079365,0.4384920634920635
IMG_2413.JPG,nine,0.46296296296296297,0.6071428571428571,0.4973544973544973,0.5119047619047619
IMG_2414.JPG,nine,0.5621693121693122,0.5595238095238095,0.5793650793650794,0.6111111111111112
IMG_2415.JPG,nine,0.3201058201058201,0.6061507936507936,0.4021164021164021,0.40674603174603174
IMG_2416.JPG,ten,0.5277777777777778,0.5654761904761905,0.48412698412698413,0.4801587301587302
IMG_2417.JPG,nine,0.44047619047619047,0.5783730158730159,0.6322751322751323,0.5654761904761905
IMG_2418.JPG,ace,0.48412698412698413,0.40674603174603174,0.31216931216931215,0.3134920634920635
IMG_2419.JPG,queen,0.5727513227513228,0.5535714285714286,0.5211640211640212,0.5396825396825397
IMG_2420.JPG,ace,0.3941798941798942,0.5654761904761905,0.42328042328042326,0.44841269841269843
IMG_2421.JPG,king,0.25132275132275134,0.7113095238095238,0.328042328042328,0.3353174603174603
IMG_2422.JPG,queen,0.4775132275132275,0.6190476190476191,0.4523809523809524,0.4722222222222222
IMG_2423.JPG,ace,0.6164021164021164,0.32242063492063494,0.30687830687830686,0.30357142857142855
IMG_2424.JPG,ace,0.3134920634920635,0.5992063492063492,0.2619047619047619,0.2619047619047619
IMG_2425.JPG,king,0.6944444444444444,0.38591269841269843,0.29894179894179895,0.30753968253968256
IMG_2426.JPG,queen,0.4656084656084656,0.7291666666666666,0.30687830687830686,0.3392857142857143
IMG_2427.JPG,queen,0.3544973544973545,0.6478174603174603,0.31216931216931215,0.32341269841269843
IMG_2428.JPG,jack,0.503968253968254,0.5496031746031746,0.28835978835978837,0.2857142857142857
IMG_2429.JPG,king,0.38756613756613756,0.6101190476190477,0.30423280423280424,0.2996031746031746
IMG_2430.JPG,king,0.37433862433862436,0.7113095238095238,0.28835978835978837,0.29563492063492064
IMG_2431.JPG,jack,0.3373015873015873,0.5773809523809523,0.36243386243386244,0.29365079365079366
IMG_2434.JPG,ace,0.533068783068783,0.8115079365079365,0.42592592592592593,0.23809523809523808
IMG_2437.JPG,ten,0.48544973544973546,0.5972222222222222,0.4365079365079365,0.23809523809523808
IMG_2439.JPG,king,0.2605820105820106,0.6567460317460317,0.34656084656084657,0.3134920634920635
IMG_2441.JPG,queen,0.582010582010582,0.6220238095238095,0.4973544973544973,0.39087301587301587
IMG_2443.JPG,jack,0.7156084656084656,0.6994047619047619,0.3306878306878307,0.3392857142857143
IMG_2445.JPG,queen,0.6388888888888888,0.5992063492063492,0.41534391534391535,0.30952380952380953
IMG_2446.JPG,ace,0.5277777777777778,0.5595238095238095,0.46296296296296297,0.32936507936507936
IMG_2447.JPG,ace,0.5238095238095238,0.5476190476190477,0.2962962962962963,0.1746031746031746
IMG_2448.JPG,ace,0.5846560846560847,0.38095238095238093,0.3386243386243386,0.2698412698412698
IMG_2449.JPG,nine,0.5079365079365079,0.751984126984127,0.3386243386243386,0.20634920634920634
IMG_2450.JPG,king,0.4497354497354497,0.6974206349206349,0.32275132275132273,0.25992063492063494
IMG_2451.JPG,ten,0.5211640211640212,0.5436507936507936,0.455026455026455,0.4087301587301587
IMG_2452.JPG,nine,0.6746031746031746,0.45436507936507936,0.31216931216931215,0.25793650793650796
IMG_2453.JPG,queen,0.3187830687830688,0.5684523809523809,0.30423280423280424,0.2837301587301587
IMG_2454.JPG,nine,0.4880952380952381,0.5466269841269841,0.2777777777777778,0.2996031746031746
IMG_2455.JPG,jack,0.3253968253968254,0.3948412698412698,0.47619047619047616,0.3412698412698413
IMG_2456.JPG,ten,0.3187830687830688,0.5079365079365079,0.42063492063492064,0.3333333333333333
IMG_2457.JPG,jack,0.5198412698412699,0.5753968253968254,0.35714285714285715,0.32142857142857145
IMG_2458.JPG,nine,0.5171957671957672,0.560515873015873,0.36772486772486773,0.3273809523809524
IMG_2459.JPG,nine,0.41005291005291006,0.5704365079365079,0.3333333333333333,0.30753968253968256
IMG_2460.JPG,queen,0.33465608465608465,0.6130952380952381,0.3201058201058201,0.3055555555555556
IMG_2462.JPG,ten,0.6018518518518519,0.5882936507936508,0.34656084656084657,0.36706349206349204
IMG_2464.JPG,king,0.26587301587301587,0.34325396825396826,0.3888888888888889,0.3492063492063492
IMG_2465.JPG,king,0.26322751322751325,0.3501984126984127,0.3835978835978836,0.3472222222222222
IMG_2466.JPG,ten,0.4021164021164021,0.7470238095238095,0.37566137566137564,0.40674603174603174
IMG_2467.JPG,ten,0.4060846560846561,0.7490079365079365,0.3783068783068783,0.4146825396825397
IMG_2468.JPG,jack,0.6878306878306878,0.5128968253968254,0.4708994708994709,0.24404761904761904
IMG_2469.JPG,jack,0.6931216931216931,0.5128968253968254,0.4603174603174603,0.2400793650793651
IMG_2471.JPG,nine,0.4669312169312169,0.5704365079365079,0.41005291005291006,0.4146825396825397
IMG_2472.JPG,nine,0.45634920634920634,0.5694444444444444,0.3994708994708995,0.4126984126984127
IMG_2473.JPG,ace,0.3425925925925926,0.689484126984127,0.48412698412698413,0.2718253968253968
IMG_2474.JPG,ace,0.3439153439153439,0.685515873015873,0.49206349206349204,0.2718253968253968
IMG_2475.JPG,ace,0.5,0.7331349206349206,0.41798941798941797,0.44246031746031744
IMG_2477.JPG,queen,0.36904761904761907,0.628968253968254,0.3941798941798942,0.376984126984127
IMG_2478.JPG,ten,0.49074074074074076,0.6597222222222222,0.5423280423280423,0.3948412698412698
IMG_2480.JPG,king,0.5119047619047619,0.44841269841269843,0.7328042328042328,0.5396825396825397
IMG_2481.JPG,jack,0.2791005291005291,0.5,0.40476190476190477,0.28174603174603174
IMG_2483.JPG,king,0.6164021164021164,0.5704365079365079,0.5132275132275133,0.39880952380952384
IMG_2484.JPG,queen,0.3955026455026455,0.49503968253968256,0.36772486772486773,0.35912698412698413
IMG_2486.JPG,king,0.23015873015873015,0.6567460317460317,0.37037037037037035,0.29365079365079366
IMG_2487.JPG,ten,0.2777777777777778,0.7212301587301587,0.328042328042328,0.17261904761904762
IMG_2488.JPG,queen,0.24867724867724866,0.7579365079365079,0.2275132275132275,0.23015873015873015
IMG_2489.JPG,queen,0.6666666666666666,0.5962301587301587,0.38095238095238093,0.38293650793650796
IMG_2490.JPG,jack,0.6759259259259259,0.6071428571428571,0.28835978835978837,0.25793650793650796
IMG_2491.JPG,nine,0.20105820105820105,0.6398809523809523,0.291005291005291,0.2876984126984127
IMG_2492.JPG,ace,0.34656084656084657,0.7609126984126984,0.3968253968253968,0.3194444444444444
IMG_2493.JPG,ten,0.30423280423280424,0.41964285714285715,0.3915343915343915,0.2361111111111111
IMG_2494.JPG,king,0.4880952380952381,0.7599206349206349,0.3994708994708995,0.3412698412698413
IMG_2495.JPG,ten,0.34656084656084657,0.3462301587301587,0.48148148148148145,0.2638888888888889
IMG_2496.JPG,nine,0.20502645502645503,0.33035714285714285,0.3994708994708995,0.2638888888888889
IMG_2497.JPG,queen,0.5846560846560847,0.6329365079365079,0.32275132275132273,0.30158730158730157
IMG_2498.JPG,jack,0.6706349206349206,0.5674603174603174,0.3201058201058201,0.27380952380952384
IMG_2499.JPG,queen,0.3505291005291005,0.5734126984126984,0.3835978835978836,0.30952380952380953
IMG_2500.JPG,ace,0.8015873015873016,0.5248015873015873,0.25396825396825395,0.25992063492063494
IMG_2501.JPG,jack,0.5661375661375662,0.23313492063492064,0.2698412698412698,0.29563492063492064
IMG_2502.JPG,ace,0.4523809523809524,0.564484126984127,0.48148148148148145,0.3869047619047619
IMG_2503.JPG,ace,0.4656084656084656,0.5416666666666666,0.42328042328042326,0.24206349206349206
IMG_2504.JPG,nine,0.5753968253968254,0.7093253968253969,0.35714285714285715,0.34325396825396826
IMG_2505.JPG,ten,0.5529100529100529,0.5436507936507936,0.30687830687830686,0.3611111111111111
IMG_2506.JPG,nine,0.5674603174603174,0.5873015873015873,0.4576719576719577,0.32936507936507936
IMG_2507.JPG,king,0.21031746031746032,0.5148809523809523,0.28835978835978837,0.25992063492063494
IMG_2508.JPG,jack,0.6878306878306878,0.6964285714285714,0.3915343915343915,0.2777777777777778
IMG_2509.JPG,king,0.4193121693121693,0.6121031746031746,0.335978835978836,0.25992063492063494
IMG_2511.JPG,nine,0.25132275132275134,0.6160714285714286,0.3862433862433862,0.29563492063492064
IMG_2512.JPG,ace,0.7605820105820106,0.6021825396825397,0.35185185185185186,0.23214285714285715
IMG_2513.JPG,jack,0.4801587301587302,0.5496031746031746,0.42063492063492064,0.42063492063492064
IMG_2514.JPG,queen,0.6309523809523809,0.26686507936507936,0.30952380952380953,0.31547619047619047
IMG_2515.JPG,jack,0.373015873015873,0.5367063492063492,0.4497354497354497,0.39087301587301587
IMG_2516.JPG,nine,0.5727513227513228,0.5545634920634921,0.4470899470899471,0.3869047619047619
IMG_2517.JPG,ace,0.4497354497354497,0.7212301587301587,0.43386243386243384,0.2718253968253968
IMG_2518.JPG,king,0.39021164021164023,0.4781746031746032,0.4312169312169312,0.376984126984127
IMG_2519.JPG,nine,0.35978835978835977,0.6617063492063492,0.5132275132275133,0.47023809523809523
IMG_2520.JPG,ten,0.5767195767195767,0.6240079365079365,0.3915343915343915,0.4781746031746032
IMG_2521.JPG,king,0.1865079365079365,0.5793650793650794,0.2777777777777778,0.2857142857142857
IMG_2522.JPG,ten,0.4417989417989418,0.3630952380952381,0.38095238095238093,0.24206349206349206
IMG_2523.JPG,ace,0.5476190476190477,0.5267857142857143,0.31746031746031744,0.2361111111111111
IMG_2524.JPG,ten,0.4193121693121693,0.6130952380952381,0.4576719576719577,0.4007936507936508
IMG_2525.JPG,king,0.6746031746031746,0.6041666666666666,0.3386243386243386,0.31547619047619047
IMG_2526.JPG,queen,0.35978835978835977,0.5158730158730159,0.42857142857142855,0.23412698412698413
IMG_2527.JPG,jack,0.37433862433862436,0.28075396825396826,0.5105820105820106,0.29563492063492064
IMG_2528.JPG,nine,0.3716931216931217,0.3621031746031746,0.5476190476190477,0.36706349206349204
IMG_2529.JPG,ten,0.5833333333333334,0.7757936507936508,0.23544973544973544,0.3253968253968254
IMG_2533.JPG,queen,0.783068783068783,0.7450396825396826,0.3439153439153439,0.30753968253968256
IMG_2535.JPG,ten,0.4113756613756614,0.6309523809523809,0.2566137566137566,0.3968253968253968
IMG_2536.JPG,king,0.4417989417989418,0.30654761904761907,0.2962962962962963,0.15674603174603174
IMG_2537.JPG,ten,0.593915343915344,0.4801587301587302,0.40476190476190477,0.2222222222222222
IMG_2538.JPG,nine,0.5952380952380952,0.498015873015873,0.41798941798941797,0.31746031746031744
IMG_2542.JPG,ace,0.48677248677248675,0.5486111111111112,0.2222222222222222,0.38293650793650796
IMG_2543.JPG,king,0.5568783068783069,0.31646825396825395,0.47354497354497355,0.35119047619047616
IMG_2545.JPG,ten,0.6481481481481481,0.47619047619047616,0.2751322751322751,0.2777777777777778
IMG_2546.JPG,ace,0.48544973544973546,0.5615079365079365,0.29894179894179895,0.27380952380952384
IMG_2548.JPG,jack,0.3148148148148148,0.6001984126984127,0.2275132275132275,0.47023809523809523
IMG_2549.JPG,jack,0.31613756613756616,0.6587301587301587,0.5952380952380952,0.25396825396825395
IMG_2551.JPG,ace,0.35714285714285715,0.6825396825396826,0.30158730158730157,0.2896825396825397
IMG_2552.JPG,ace,0.4801587301587302,0.4990079365079365,0.47354497354497355,0.5257936507936508
IMG_2553.JPG,jack,0.49074074074074076,0.6696428571428571,0.30423280423280424,0.36706349206349204
IMG_2556.JPG,queen,0.3637566137566138,0.5763888888888888,0.335978835978836,0.37896825396825395
IMG_2689.JPG,ace,0.48544973544973546,0.5267857142857143,0.47354497354497355,0.4861111111111111
IMG_2690.JPG,king,0.5383597883597884,0.5029761904761905,0.5052910052910053,0.5178571428571429
IMG_2691.JPG,nine,0.5238095238095238,0.5198412698412699,0.5343915343915344,0.5515873015873016
IMG_2692.JPG,king,0.5132275132275133,0.5307539682539683,0.5608465608465608,0.5813492063492064
IMG_2693.JPG,jack,0.5317460317460317,0.560515873015873,0.5714285714285714,0.5892857142857143
IMG_2694.JPG,jack,0.5185185185185185,0.5277777777777778,0.5661375661375662,0.5912698412698413
IMG_2695.JPG,king,0.49867724867724866,0.5317460317460317,0.6111111111111112,0.626984126984127
IMG_2696.JPG,nine,0.5145502645502645,0.5486111111111112,0.6640211640211641,0.6845238095238095
IMG_2697.JPG,king,0.46825396825396826,0.5386904761904762,0.6349206349206349,0.6607142857142857
IMG_2698.JPG,nine,0.5052910052910053,0.5307539682539683,0.5873015873015873,0.6091269841269841
IMG_2699.JPG,ace,0.5436507936507936,0.5347222222222222,0.5952380952380952,0.625
IMG_2700.JPG,ace,0.49867724867724866,0.5257936507936508,0.6058201058201058,0.6349206349206349
IMG_2701.JPG,jack,0.49867724867724866,0.5505952380952381,0.6587301587301587,0.6964285714285714
IMG_2702.JPG,nine,0.49603174603174605,0.5476190476190477,0.5423280423280423,0.5674603174603174
IMG_2703.JPG,ace,0.4748677248677249,0.5694444444444444,0.5158730158730159,0.5357142857142857
IMG_2704.JPG,jack,0.49074074074074076,0.5317460317460317,0.6111111111111112,0.626984126984127
scaled_20200807_084647.jpg,queen,0.5436507936507936,0.5773809523809523,0.4576719576719577,0.4722222222222222
scaled_20200807_084649.jpg,queen,0.49867724867724866,0.5724206349206349,0.46296296296296297,0.4781746031746032
scaled_20200807_084651.jpg,queen,0.45105820105820105,0.5773809523809523,0.5052910052910053,0.5198412698412699
scaled_20200807_084749.jpg,queen,0.5370370370370371,0.5158730158730159,0.25925925925925924,0.2619047619047619
scaled_20200807_084801.jpg,queen,0.582010582010582,0.5555555555555556,0.32275132275132273,0.36507936507936506
scaled_20200807_084805.jpg,queen,0.6137566137566137,0.4642857142857143,0.47619047619047616,0.503968253968254
scaled_20200807_084808.jpg,queen,0.5092592592592593,0.4990079365079365,0.3941798941798942,0.4146825396825397
scaled_20200807_084827.jpg,queen,0.40343915343915343,0.3343253968253968,0.335978835978836,0.3115079365079365
scaled_20200807_084830.jpg,queen,0.5436507936507936,0.34226190476190477,0.335978835978836,0.33134920634920634
scaled_20200807_084832.jpg,queen,0.6759259259259259,0.3412698412698413,0.3941798941798942,0.4126984126984127
scaled_20200807_084920.jpg,queen,0.5568783068783069,0.5069444444444444,0.6111111111111112,0.5615079365079365
scaled_20200807_084923.jpg,queen,0.48677248677248675,0.46726190476190477,0.6455026455026455,0.6369047619047619
scaled_20200807_084926.jpg,queen,0.39285714285714285,0.5029761904761905,0.7486772486772487,0.7321428571428571
scaled_20200807_084930.jpg,queen,0.36772486772486773,0.4732142857142857,0.544973544973545,0.5654761904761905
scaled_20200807_084955.jpg,queen,0.458994708994709,0.43452380952380953,0.28835978835978837,0.2976190476190476
scaled_20200807_085001.jpg,queen,0.5092592592592593,0.4523809523809524,0.29365079365079366,0.26587301587301587
scaled_20200807_085003.jpg,queen,0.3888888888888889,0.4037698412698413,0.5502645502645502,0.4861111111111111
scaled_20200807_085035.jpg,queen,0.5357142857142857,0.6011904761904762,0.40476190476190477,0.3968253968253968
scaled_20200807_085041.jpg,queen,0.2751322751322751,0.5416666666666666,0.41798941798941797,0.3968253968253968
scaled_20200807_085045.jpg,queen,0.4193121693121693,0.4523809523809524,0.3253968253968254,0.3253968253968254
scaled_20200807_085048.jpg,queen,0.4113756613756614,0.5059523809523809,0.3994708994708995,0.3968253968253968
scaled_20200807_085143.jpg,queen,0.5317460317460317,0.4503968253968254,0.5714285714285714,0.5674603174603174
scaled_20200807_085147.jpg,queen,0.3187830687830688,0.46924603174603174,0.5582010582010583,0.5853174603174603
scaled_20200807_102909.jpg,ace,0.7685185185185185,0.7123015873015873,0.4523809523809524,0.48412698412698413
scaled_20200807_102915.jpg,jack,0.23809523809523808,0.21626984126984128,0.26455026455026454,0.23809523809523808
scaled_20200807_102948.jpg,jack,0.26851851851851855,0.8918650793650794,0.1349206349206349,0.1130952380952381
scaled_20200807_102955.jpg,nine,0.43783068783068785,0.9176587301587301,0.10846560846560846,0.11706349206349206
scaled_20200807_102959.jpg,ten,0.2804232804232804,0.8640873015873016,0.1164021164021164,0.13690476190476192
scaled_20200807_103011.jpg,nine,0.376984126984127,0.6081349206349206,0.11904761904761904,0.09722222222222222
